1 21 4.95 3.51
2 21 4.94 2.88
3 21 4.82 2.87
4 21 4.85 4.52
5 21 4.82 4.53
6 21 4.94 4.89
7 21 4.86 4.87
8 21 4.89 5.15
9 21 4.86 4.88
10 21 4.92 4.83
11 21 4.82 4.90
12 21 4.89 5.15
13 21 4.81 5.17
14 21 4.84 5.20
15 21 4.91 5.16
16 21 4.88 5.17
17 21 4.84 4.83
18 21 4.83 5.13
19 21 4.84 5.11
20 21 4.82 5.13
21 21 4.81 4.91
21 21 4.84 4.85
21 21 4.79 4.91
21 21 4.85 5.13
21 21 4.83 5.09
21 21 4.89 5.20
21 21 4.83 4.82
21 21 4.95 5.12
21 21 4.85 5.10
21 21 4.81 5.20
21 21 4.81 5.16
21 21 4.87 4.80
21 21 4.80 4.79
21 21 4.81 5.09
21 21 4.81 5.17
21 21 4.90 5.08
21 21 5.09 5.33
21 21 4.92 5.14
21 21 4.87 4.77
21 21 4.85 5.23
21 21 4.85 5.10
21 21 4.83 5.18
21 21 4.86 5.08
21 21 4.85 4.93
21 21 4.85 5.19
21 21 4.87 5.15
21 21 4.86 5.14
21 21 4.88 5.14
21 21 4.93 4.86
21 21 4.97 5.21
