1 1006 12.57 3.35
2 1006 3.52 1.67
3 1006 16.04 12.87
4 1006 11.18 3.42
5 1006 7.55 3.72
6 1006 13.71 8.09
7 1006 14.76 11.03
8 1006 26.54 6.36
9 1006 22.39 9.60
10 1006 30.92 20.29
11 1006 32.70 18.00
12 1006 41.10 33.72
13 1006 31.56 24.24
14 1006 38.73 40.99
15 1006 43.55 37.23
16 1006 44.21 39.68
17 1006 38.56 30.99
18 1006 35.24 18.79
19 1006 57.35 45.80
20 1006 60.37 53.15
21 1006 36.58 23.35
22 1006 42.81 40.51
23 1006 61.52 87.81
24 1006 43.37 22.09
25 1006 64.88 78.40
26 1006 57.22 58.07
27 1006 58.86 54.45
28 1006 63.44 50.58
29 1006 61.23 76.65
30 1006 62.54 61.63
31 1006 56.54 66.04
32 1006 59.03 56.44
33 1006 56.28 45.05
34 1006 69.15 83.60
35 1006 57.01 65.45
36 1006 64.99 71.94
37 1006 60.76 76.93
38 1006 62.76 64.97
39 1006 79.56 106.04
40 1006 69.94 108.72
41 1006 63.69 78.46
42 1006 66.83 54.59
43 1006 72.98 80.49
44 1006 74.75 87.57
45 1006 68.54 75.61
46 1006 63.53 66.99
47 1006 70.65 81.71
48 1006 78.78 113.94
49 1006 65.35 58.89
50 1006 75.74 61.12
