1 1006 4.26 1.64
2 1006 7.69 5.77
3 1006 0.53 0.52
4 1006 9.58 8.28
5 1006 19.62 19.93
6 1006 18.25 20.60
7 1006 15.09 7.29
8 1006 14.25 11.96
9 1006 25.22 30.76
10 1006 39.41 86.80
11 1006 19.11 16.10
12 1006 21.77 22.53
13 1006 31.34 28.28
14 1006 25.24 16.31
15 1006 26.10 26.84
16 1006 28.01 50.12
17 1006 30.50 41.49
18 1006 20.81 17.66
19 1006 34.07 49.89
20 1006 38.00 56.68
21 1006 45.79 87.56
22 1006 30.11 35.46
23 1006 25.70 27.14
24 1006 43.02 65.29
25 1006 34.43 48.26
26 1006 36.54 35.88
27 1006 29.69 20.45
28 1006 25.45 30.16
29 1006 37.39 56.45
30 1006 36.68 27.21
31 1006 44.83 66.37
32 1006 41.60 57.56
33 1006 42.28 64.25
34 1006 33.80 48.90
35 1006 45.14 60.84
36 1006 38.90 41.23
37 1006 46.79 56.80
38 1006 41.35 48.08
39 1006 45.58 47.51
40 1006 44.37 71.24
41 1006 49.39 95.74
42 1006 37.41 51.76
43 1006 48.33 73.38
44 1006 49.24 100.28
45 1006 39.12 47.32
46 1006 50.47 67.21
47 1006 43.81 78.87
48 1006 44.35 59.47
49 1006 41.38 61.52
50 1006 41.09 68.03
