1 21 3.69 3.19
2 21 3.62 3.86
3 21 3.73 4.04
4 21 3.75 3.35
5 21 3.72 4.61
6 21 3.64 3.68
7 21 3.60 3.64
8 21 3.70 4.15
9 21 3.64 4.52
10 21 3.64 4.65
11 21 3.67 4.21
12 21 3.94 4.74
13 21 3.76 4.59
14 21 3.69 4.55
15 21 3.66 4.54
16 21 3.73 4.46
17 21 3.71 4.49
18 21 3.63 4.61
19 21 3.66 4.58
20 21 3.63 4.58
21 21 3.64 4.65
21 21 3.86 4.49
21 21 3.69 4.53
21 21 3.67 4.57
21 21 3.64 4.54
21 21 3.65 4.55
21 21 3.70 4.52
21 21 3.71 4.62
21 21 3.67 4.48
21 21 3.62 4.46
21 21 3.74 4.60
21 21 3.80 4.69
21 21 3.64 4.63
21 21 3.64 4.49
21 21 3.67 4.58
21 21 3.76 4.54
21 21 3.73 4.62
21 21 3.66 4.65
21 21 3.70 4.51
21 21 3.67 4.54
21 21 3.80 4.67
21 21 3.68 4.65
21 21 3.67 4.65
21 21 3.68 4.53
21 21 3.73 4.58
21 21 3.75 4.48
21 21 3.73 4.59
21 21 3.78 4.65
21 21 3.79 4.64
21 21 3.82 4.76
