1 1006 0.29 0.31
2 1006 9.27 7.57
3 1006 22.91 15.51
4 1006 11.60 4.14
5 1006 27.20 6.93
6 1006 32.81 16.55
7 1006 26.43 8.71
8 1006 47.53 44.21
9 1006 37.53 36.03
10 1006 44.77 26.41
11 1006 34.85 17.66
12 1006 55.74 35.64
13 1006 91.33 85.52
14 1006 63.75 30.16
15 1006 66.39 50.51
16 1006 46.53 45.55
17 1006 42.58 20.37
18 1006 67.05 52.37
19 1006 63.86 56.85
20 1006 90.87 107.71
21 1006 68.87 65.68
22 1006 103.41 98.02
23 1006 75.51 63.11
24 1006 98.82 109.62
25 1006 85.95 52.54
26 1006 80.15 77.20
27 1006 93.82 116.34
28 1006 76.38 95.65
29 1006 80.29 48.10
30 1006 81.06 57.55
31 1006 90.07 64.03
32 1006 92.38 62.71
33 1006 88.87 91.44
34 1006 81.17 69.21
35 1006 100.68 83.78
36 1006 118.20 145.65
37 1006 100.66 130.30
38 1006 110.77 103.56
39 1006 85.58 80.07
40 1006 73.01 60.21
41 1006 81.28 55.81
42 1006 102.27 85.11
43 1006 110.04 108.82
44 1006 111.73 120.86
45 1006 108.26 110.95
46 1006 104.63 90.72
47 1006 113.95 74.69
48 1006 109.65 121.27
49 1006 87.68 57.98
50 1006 93.29 70.15
