1 21 1.17 1.17
2 21 6.45 3.74
3 21 6.38 5.51
4 21 6.63 6.60
5 21 6.50 6.08
6 21 6.54 5.70
7 21 6.38 5.66
8 21 6.37 5.58
9 21 6.53 6.08
10 21 6.47 6.39
11 21 6.43 6.39
12 21 6.46 6.04
13 21 6.39 6.02
14 21 6.53 6.07
15 21 6.39 6.06
16 21 6.53 6.41
17 21 6.38 6.35
18 21 6.41 6.38
19 21 6.43 6.11
20 21 6.48 6.39
21 21 6.49 6.03
21 21 6.67 6.45
21 21 6.42 6.00
21 21 6.53 6.53
21 21 6.39 6.39
21 21 6.45 6.03
21 21 6.54 6.08
21 21 6.37 6.37
21 21 6.40 6.35
21 21 6.46 6.02
21 21 6.39 6.36
21 21 6.42 6.39
21 21 6.78 6.58
21 21 6.45 6.33
21 21 6.41 6.01
21 21 6.42 6.38
21 21 6.42 5.99
21 21 6.60 6.18
21 21 6.52 6.08
21 21 6.49 6.41
21 21 6.54 6.04
21 21 6.53 6.06
21 21 6.64 6.57
21 21 6.40 6.37
21 21 6.38 6.05
21 21 6.37 6.43
21 21 6.54 6.41
21 21 6.42 6.42
21 21 6.39 6.10
21 21 6.44 6.08
