1 21 4.31 3.12
2 21 4.10 4.32
3 21 4.11 4.58
4 21 3.99 5.23
5 21 4.08 5.07
6 21 4.08 4.53
7 21 3.93 4.95
8 21 3.96 4.49
9 21 4.01 4.55
10 21 4.38 5.13
11 21 4.08 5.69
12 21 3.93 5.04
13 21 4.08 5.00
14 21 3.93 5.04
15 21 3.94 5.03
16 21 4.09 5.01
17 21 4.04 5.02
18 21 4.02 5.09
19 21 4.00 5.00
20 21 4.01 5.06
21 21 4.01 4.95
21 21 3.97 5.03
21 21 4.08 5.07
21 21 3.95 5.05
21 21 4.00 5.03
21 21 4.06 5.12
21 21 4.06 5.00
21 21 4.13 5.09
21 21 4.00 5.21
21 21 4.21 5.17
21 21 4.09 5.11
21 21 4.05 4.97
21 21 4.05 5.08
21 21 4.06 5.06
21 21 4.02 4.99
21 21 4.08 5.07
21 21 3.98 4.99
21 21 3.99 5.01
21 21 4.07 5.12
21 21 4.04 5.16
21 21 4.06 4.98
21 21 4.11 5.07
21 21 4.00 5.03
21 21 3.90 4.94
21 21 3.93 4.93
21 21 3.92 4.97
21 21 4.04 5.16
21 21 4.03 4.99
21 21 4.03 4.90
21 21 3.93 4.99
