1 1006 21.61 17.17
2 1006 4.91 1.65
3 1006 11.15 3.39
4 1006 10.60 6.33
5 1006 16.39 12.31
6 1006 12.48 10.29
7 1006 27.83 33.21
8 1006 21.83 12.63
9 1006 22.95 8.77
10 1006 29.40 22.95
11 1006 40.67 66.25
12 1006 21.61 16.12
13 1006 18.09 18.39
14 1006 28.65 16.57
15 1006 27.84 26.01
16 1006 22.45 18.25
17 1006 30.07 26.58
18 1006 20.96 37.19
19 1006 36.29 40.36
20 1006 30.18 35.90
21 1006 39.30 61.85
22 1006 28.23 26.91
23 1006 52.51 99.75
24 1006 31.72 31.42
25 1006 39.09 39.82
26 1006 40.95 65.64
27 1006 43.08 53.54
28 1006 34.46 43.27
29 1006 47.65 68.41
30 1006 51.86 93.76
31 1006 46.93 82.14
32 1006 43.06 44.47
33 1006 57.37 107.60
34 1006 46.38 67.02
35 1006 39.48 53.68
36 1006 48.71 88.05
37 1006 56.37 127.98
38 1006 46.51 66.90
39 1006 55.56 91.13
40 1006 46.77 79.31
41 1006 43.57 47.51
42 1006 49.61 71.23
43 1006 47.06 82.11
44 1006 51.37 92.37
45 1006 60.60 84.14
46 1006 49.28 82.01
47 1006 47.98 78.78
48 1006 57.71 96.04
49 1006 52.15 79.71
50 1006 58.89 71.91
