1 1006 6.73 5.64
2 1006 9.58 5.61
3 1006 12.27 6.87
4 1006 17.51 9.04
5 1006 19.10 6.95
6 1006 16.92 10.56
7 1006 16.56 13.95
8 1006 31.36 8.86
9 1006 16.65 4.68
10 1006 35.58 23.89
11 1006 42.39 19.28
12 1006 26.47 13.24
13 1006 33.92 13.29
14 1006 33.54 21.62
15 1006 30.89 13.17
16 1006 32.57 21.83
17 1006 44.90 32.93
18 1006 33.01 28.82
19 1006 51.78 48.68
20 1006 48.12 63.55
21 1006 37.83 38.72
22 1006 47.92 42.72
23 1006 42.69 54.63
24 1006 37.88 25.92
25 1006 43.46 19.97
26 1006 49.16 65.21
27 1006 55.42 47.57
28 1006 46.24 59.29
29 1006 65.10 87.32
30 1006 57.68 73.22
31 1006 64.52 98.69
32 1006 76.56 101.57
33 1006 68.57 90.81
34 1006 62.00 85.15
35 1006 64.08 75.05
36 1006 58.03 69.01
37 1006 72.57 80.49
38 1006 64.74 99.66
39 1006 77.30 94.83
40 1006 67.47 99.91
41 1006 63.29 97.00
42 1006 63.80 84.67
43 1006 64.51 81.78
44 1006 77.37 104.30
45 1006 70.32 78.30
46 1006 77.40 93.38
47 1006 61.91 60.27
48 1006 73.96 103.56
49 1006 73.84 96.74
50 1006 76.82 126.47
