1 21 4.92 3.89
2 21 1.95 1.60
3 21 4.82 2.81
4 21 4.91 4.41
5 21 4.87 3.63
6 21 4.91 4.89
7 21 4.82 5.15
8 21 4.81 4.90
9 21 4.84 4.82
10 21 5.03 4.89
11 21 4.83 4.82
12 21 4.85 5.17
13 21 4.87 5.10
14 21 4.80 5.15
15 21 4.81 4.89
16 21 4.87 5.12
17 21 4.85 5.18
18 21 4.96 5.09
19 21 4.83 5.13
20 21 4.84 5.20
21 21 4.85 5.21
21 21 4.82 5.13
21 21 4.90 5.14
21 21 4.84 4.89
21 21 4.93 5.22
21 21 4.99 5.18
21 21 4.91 5.11
21 21 4.92 5.13
21 21 4.94 5.10
21 21 4.85 4.88
21 21 4.82 4.90
21 21 4.85 5.14
21 21 5.06 4.94
21 21 4.90 5.14
21 21 4.92 5.12
21 21 4.82 5.17
21 21 4.84 5.16
21 21 4.80 4.87
21 21 4.81 5.18
21 21 4.84 5.19
21 21 4.83 4.88
21 21 4.79 5.08
21 21 4.84 5.13
21 21 4.92 4.82
21 21 4.83 5.14
21 21 4.85 5.09
21 21 4.91 5.08
21 21 4.83 4.88
21 21 4.85 5.18
21 21 4.83 4.82
